ID,Project Description,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Lease Period,Mining Date of Expiry,Mining Lease Area,Mining Production Capacity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,KML URLs,Employment (Construction),Employment (Operational),proposal_url,District,Plot Number
119342176,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,New,FP/GA/ROAD/522554/2025,2025-02-05T07:06:36.458+00:00,,Pending at DFO due to EDS by Nodal Officer,0.999,190.0,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,Forest clearance form,,,,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,GOA,Canacona,COTIGAO,,,"66/5,103,104",Linear,0.0,0.999,0.999,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-27T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Executive Engineer WD 25 (R) Fatorda, Margao, Goa",,30,State Government (Department/Autonomous body),Executive Engineer,,30,,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119168233&refType=caf&uuid=b2e82736-dc30-4802-bf0b-5f526f46d265&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119168233&refType=FC&uuid=f88058bc-7541-4146-b372-5d18fb73fa17&version=1.0,10.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119342176,South Goa,"66/5,103,104"
119405646,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/522688/2025,2025-02-05T17:13:53.105+00:00,,Pending at Nodal Officer for Recommendation,0.02,3000000.0,MAHESH NAIR,,Forest clearance form,,,,GOI USOF BSNL 4G Saturation Project at Calem Pokarmal,GOA,Sanguem,Calem,,,63/1,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-02T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,30,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",DE Mobile,Panaji,30,,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119405442&refType=caf&uuid=2a135d85-56bc-4270-a744-57c465f6520b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119405442&refType=FC&uuid=9db22cdb-039f-4682-8ed1-a2437946177d&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119405646,South Goa,63/1
119407002,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/522690/2025,2025-02-05T18:25:34.058+00:00,,Pending at Nodal Officer for Recommendation,0.02,3000000.0,MAHESH NAIR,,Forest clearance form,,,,GOI USOF BSNL 4G Saturation Project at Sonalium,GOA,Dharbandora,SONAULI,,,,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-20T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,30,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",AGM  BSS TLA,Panaji,30,,626989,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119406946&refType=caf&uuid=092b102c-f9ac-46a4-9fa3-6c3202864f02&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119406946&refType=FC&uuid=8504b9d3-27ca-46ea-a667-1c9056177a1c&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119407002,South Goa,
119740126,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/523418/2025,2025-02-10T18:33:04.640+00:00,2025-08-12T10:54:44.847+00:00,Final Diversion Order Issued,0.02,3000000.0,MAHESH NAIR,,Forest clearance form,,,,GOI USOF BSNL 4G Saturation Project at Malpona,GOA,Satari,MALPON,,,Sy.No.5/1,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-21T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,30,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",DE Mobile,Panaji,30,,626838,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119740041&refType=caf&uuid=f9425101-9a6e-4348-8372-17b730ed9c7d&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119740041&refType=FC&uuid=435fc564-c4a7-4b51-9aa7-4b2a124d7c64&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119740126,North Goa,Sy.No.5/1
119806575,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/523593/2025,2025-02-11T11:21:19.483+00:00,2025-08-12T11:01:52.439+00:00,Final Diversion Order Issued,0.02,3000000.0,MAHESH NAIR,,Forest clearance form,,,,GOI USOF BSNL 4G Saturation Project at Ustem Goa,GOA,Satari,USTE,,,32/0,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-20T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,30,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",DE Mobile,Panaji,30,,626800,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119804180&refType=caf&uuid=6088dff6-f85a-4273-a0aa-8344eb602fa3&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119804180&refType=FC&uuid=6c6e17a3-4dad-4fee-8f0e-6df838b428e0&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119806575,North Goa,32/0
119960121,"The proposed project involves the construction of a residential-cum-commercial development at Survey No. 204/4 in Taleigao Village, Tiswadi, Goa, covering a plot area of 11,164 m². The completed development currently comprises Blocks A and B, with a built-up area of 19,937.52 m². The project proponent now intends to add Blocks C, D, and E, along with three villas. This will increase the built-up area by 25,549.28 m², bringing the total built-up area to 45,486.8 m².",New,SIA/GA/INFRA2/523926/2025,2025-02-13T07:31:17.496+00:00,,DELISTED_BY_SYSTEM,1.1164,6700.0,Adwalpalkar constructions and resorts private limited,,Environment clearance form,TOR,B2,Building / Construction,"Proposed construction of a Residential cum Commercial Project by Adwalpalkar Constructions and Resorts Pvt. Ltd on plot bearing  Survey No. 204/4  in Taleigao village, Tiswadi Taluka, North Goa",GOA,Tiswadi,Taleigao (OG) (Part),,SIA/GA/INFRA2/523926/2025,204/4,Non - Linear,1.1164,0.0,1.1164,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-17T07:41:19.121+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645598,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119954442&refType=caf&uuid=33a3cc27-0ecb-47d8-b8dc-9ff1de582cce&version=1.0,25550.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119960121,North Goa,204/4
120618969,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,WL/GA/Others/525012/2025,2025-02-21T06:03:22.009+00:00,,,0.02,3000000.0,MAHESH NAIR,,Wildlife clearance form,,,,GOI USOF BSNL 4G Saturation Project at Calem Pokarmal,GOA,Sanguem,Calem,,,63/1,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-18T03:02:48.937+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119405442&refType=caf&uuid=2a135d85-56bc-4270-a744-57c465f6520b&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120618969,South Goa,63/1
120625313,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,New,WL/GA/ROAD/525024/2025,2025-02-21T06:43:26.328+00:00,,,0.44,85.0,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,Wildlife clearance form,,,,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,GOA,Canacona,COTIGAO,,,53/1,Linear,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-21T07:42:38.893+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120619699&refType=caf&uuid=9ded139d-4636-4cc2-aeb4-383ce6e1c8ad&version=1.0,10.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120625313,South Goa,53/1
120634768,DEVELOPMENT OF MONEM TANK IN V.P COTIGAO IN CANACONA GOA.,New,FP/GA/RainHarvest/525035/2025,2025-02-21T07:41:31.018+00:00,,DELISTED_BY_SYSTEM,0.0675,99.0,"ASSISTANT ENGINEER,  SD I, WD XI, WRD, CANACONA, GOA",,Forest clearance form,,,,Development of Monem Tank in V.P Cotigao Canacona Taluka,GOA,Canacona,GAUNDONGREN,,,155,Non - Linear,0.0,0.0675,0.0675,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-31T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SD I , WD XI, WRD, CANACONA, GOA",Canacona,30,State Government (Department/Autonomous body),ASSISTANT ENGINEER,CANACONA,30,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119324239&refType=caf&uuid=3a07a88d-672d-411c-947a-aa539915e474&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=119324239&refType=FC&uuid=71c5c72d-e658-42b5-b4d0-5c1f205eeae9&version=1.0,360.0,360.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120634768,South Goa,155
120635357,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,New,FP/GA/ROAD/525037/2025,2025-02-21T07:45:40.720+00:00,,Pending at DFO due to EDS by Nodal Officer,0.44,85.0,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,Forest clearance form,,,,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,GOA,Canacona,COTIGAO,,,53/1,Linear,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-25T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Executive Engineer WD 25 (R) Fatorda, Margao, Goa",,30,State Government (Department/Autonomous body),Executive Engineer,,30,,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120619699&refType=caf&uuid=9ded139d-4636-4cc2-aeb4-383ce6e1c8ad&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=120619699&refType=FC&uuid=6d0ed067-28f1-489a-b5d2-ba268079a12f&version=1.0,10.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120635357,South Goa,53/1
120692095,"The proposal includes:
12 nos of cottages along with 1BOH, 12 Pavillion, restaurants of about 155  seating capacity and Gymnasium, Spa, Swimming pool and  other basic amenities. 

Plot Area - 90225 sq.m
Gros Built Up area -3490.58 sq m
(FAR 2,790.65sq.m + Non FAR 699.93sq.

Cottage A (BUA=110.49 sq.m)
Cottage B (BUA= 358.23 sq.m)
Cottage C (BUA= 526.16 sq.m)
Cottage D (BUA= 233.05 sq.m)
Cottage E (BUA= 332.27 sq.m)
Cottage F (BUA= 401.19 sq.m)
Cottage G (BUA= 216.13 sq.m)
BOH  (BUA=1102.06 sq.m)
Pavillion (12 Nos) (BUA= 211.00 sq.m)",New,IA/GA/CRZ/525166/2025,2025-02-22T06:03:06.196+00:00,,Forwarded to MS,9.0225,6000.0,mINERAL ENTERPRISES PRIVATE LIMITED,,CRZ clearance form,CRZ,,,"Proposed Resort at  Survey No. 14/1-A, Village Chicolna, Mormugao Taluka South Goa , Goa",GOA,Mormugao,CHIKOLNA,11/55/2025-IA.III,GCZMA/S/24-25/74/,14/1-A,Non - Linear,9.0225,0.0,9.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,The proposed land is owned by Mineral Enterprises Private Ltd for Resort Development,NO,NO,NO,2025-07-10T09:19:09.995+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626880,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120572299&refType=caf&uuid=91dfb678-d2b8-4262-b60f-3b1b2118d93a&version=1.0,2240.0,43850.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120692095,South Goa,14/1-A
120856372,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,WL/GA/Others/525493/2025,2025-02-24T08:42:47.851+00:00,,,0.02,3000000.0,MAHESH NAIR,,Wildlife clearance form,,,,GOI USOF BSNL 4G Saturation Project at Sonalium,GOA,Dharbandora,SONAULI,,,,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-24T09:05:00.757+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626989,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119406946&refType=caf&uuid=092b102c-f9ac-46a4-9fa3-6c3202864f02&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120856372,South Goa,
121338565,"The proposed project involves the construction of a residential-cum-commercial development at Survey Nos 104/1, 104/2 (Part), 103/2-A, and 103/5, Taleigao Village, Tiswadi Taluka, North Goa, covering a plot area of 13,268.29 m² . The existing Built-up area as per approved plans for Blocks A and B is  19,037.33 m². The project proponent now intends to add Blocks C and D along with a Clubhouse and Swimming pool. This will increase the built-up area by 33,719.5 m², bringing the total built-up area to 52,756.83 m².",New,SIA/GA/INFRA2/526809/2025,2025-03-01T09:14:01.495+00:00,2025-06-24T07:15:19.099+00:00,EC Granted,1.3268,4076706.0,PRIORITY CONSTRUCTIONS,,Environment clearance form,TOR,B2,Building / Construction,"Proposed construction of a Residential Cum Commercial development - ""Priority Magnum"" by M/s. Priority Constructions Pvt. Ltd. and Mr. Haroon Ebrahim on plot bearing Survey No 104/1, 104/2 (Part), 103/2-A, and 103/5, Taleigao Village, Tiswadi Taluka, North Goa.",GOA,Tiswadi,Taleigao (OG) (Part),,SIA/GA/INFRA2/526809/2025,"Survey No 104/1, 104/2 (Part), 103/2-A, and 103/5",Non - Linear,1.3268,0.0,1.3268,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-04T08:09:05.871+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645598,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=121323107&refType=caf&uuid=fdc32308-50cb-4c8a-bd85-06af02b1b360&version=1.0,12814.0,14600.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=121338565,North Goa,"Survey No 104/1, 104/2 (Part), 103/2-A, and 103/5"
121672579,Land acquisition and construction of road from Quiscond to corla in v.p cavorem pirla in sanguem constituency,New,FP/GA/ROAD/527753/2025,2025-03-05T10:46:20.743+00:00,,DELISTED_BY_SYSTEM,3.5719,648.0,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,Forest clearance form,,,,Land acquisition and construction of road from Quiscond to corla in v.p cavorem pirla in sanguem constituency,GOA,Quepem,Corla,,,1/1,Linear,2.3931,1.1788,3.5719,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-24T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Executive Engineer WD 25 (R) Fatorda, Margao, Goa",,30,State Government (Department/Autonomous body),Executive Engineer,,30,,626966,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=121667875&refType=caf&uuid=2ebf441b-729c-46e4-ab36-129b5d016b92&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=121667875&refType=FC&uuid=8032aa11-0a44-46d1-8ce2-189cd271bb75&version=1.0,10.0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=121672579,South Goa,1/1
122069937,"For the Environmental Clearance (EC) application of the proposed expansion and redevelopment of the Institute of Psychiatry & Human Behaviour, located on plot Survey No. 93/1 in Village Bambolim, Taluka Tiswadi, North Goa, we are seeking approval for a built-up area of 49,487.81 sqm. This  includes the built-up area of the existing structures, as well as the proposed 200-bedded hospital, administration block, and OPD block.",New,SIA/GA/INFRA2/528620/2025,2025-03-10T07:04:39.251+00:00,2025-06-06T09:30:31.732+00:00,EC Rejected,23.025,17787.0,SHIVANAND BANDEKAR,,Environment clearance form,TOR,B2,Building / Construction,"Proposed Expansion and Redevelopment of the Institute of Psychiatry & Human Behaviour, located on Survey No. 93/1 in Village Bambolim, Tiswadi Taluka, North Goa.",GOA,Tiswadi,BAMBOLI,,SIA/GA/INFRA2/528620/2025,93/1,Non - Linear,23.025,0.0,23.025,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-12T08:07:40.162+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626733,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122064500&refType=caf&uuid=2c33e51d-a1fd-4605-b109-8b36c5c8c27f&version=1.0,29200.0,333975.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122069937,North Goa,93/1
122343327,"'Prestige Bayfront' is a residential villa project proposed at Survey Numbers 10/1-E and 10/1-A  in Chopdem Village, Pernem Taluka, North Goa, by M/s. Eden Investments and Estates. The project has a total plot area of 2,74,986 square meters and a built-up area of 79,838.05 square meters.",New,SIA/GA/INFRA2/529276/2025,2025-03-13T06:17:06.763+00:00,2025-07-31T05:23:29.323+00:00,Referred to SEIAA,27.4986,30485.9575,EDEN INVESTMENTS AND ESTATES,Excel Enviro Tech,Environment clearance form,TOR,B2,Building / Construction,"Construction of residential villas 'Prestige Bayfront' at Survey Numbers 10/1-E and 10/1-A  in Chopdem Village, Pernem Taluka, North Goa, proposed by M/s. Eden Investments and Estates.",GOA,Pernem,Chopdem,,SIA/GA/INFRA2/529276/2025,"Plot A survey no. 10/1-E, 10/1-A",Non - Linear,27.4986,0.0,27.4986,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2025-03-17T20:30:47.569+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626656,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122339318&refType=caf&uuid=f77004f1-0122-49ee-a28f-1d89b674259e&version=1.0,350.0,10950.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122343327,North Goa,"Plot A survey no. 10/1-E, 10/1-A"
122412295,"The Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 30/09/2022 to commence the process for auction for grant of Mining Lease for Block IV – Kalay Mineral Block. The auction process was conducted on 21/12/2022 and Fomento Resources Private Limited was declared as “Preferred Bidder”. 
The Letter of Intent was issued on 13/01/2023, to be read with letter dated 13/03/2023, for the grant of Mining Lease. 
The area of the Mineral Block is 152.5073  Ha and is located in Santona village, Sanguem Taluka, South Goa District, Goa.
The proposed production capacity of Iron Ore is 0.75 MTPA. Mechanized open cast mining method will be adopted.",New,IA/GA/MIN/529454/2025,2025-03-14T07:05:44.332+00:00,2025-08-22T17:20:17.910+00:00,EC Granted,152.5073,3680.0,FOMENTO RESOURCES PRIVATE LIMITED,,Environment clearance form,EC,B1,,Block IV – Kalay Mineral Block,GOA,Sanguem,SANTONA,IA-J-11015/11/2023-IA-II(NCM),,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road",Non - Linear,131.3743,21.133,152.5073,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-05T12:21:48.283+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626987,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4039413&refType=caf&uuid=e9fbd24b-2d0b-4980-b348-95731d9ec2bb&version=1.1,0.0,86355.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122412295,South Goa,"7/1,8/1,8/2,11/1,15/1,15/2,16/1,23/1,24/1,25/1,25/2,26/1,27/1,28/3,28/4,28/5,28/6,29/1,38/1,38/3,39/1,40/1,40/2,40/3,40/4,40/5,40/6,40/7,40/8,40/9,40/10,40/11,40/12,40/13,41/1,42/1,43/1,Nallah & Road"
122438739,"IN A RESOUNDING STRIDE TOWARDS TRANSFORMING INDIA'S RETAIL LANDSCAPE, A REVOLUTIONARY INITIATIVE THAT PROMISES TO REDEFINE THE NATION'S ECONOMIC AND CULTURAL FABRIC - THE ESTABLISHMENT OF 'UNITY-MALLS' OR PM-EKTA MALLS IN EACH STATE EKTA Mall AT GOA– A SCHEME UNDER THE SPECIAL ASSISTANCE TO THE STATE FOR CAPITAL INVESTMENT BY GOVERNMENT OF INDIA FOR PROMOTION OF SKILL INDIA,MAKE IN INDIA AND ONE DISTRICT ONE PRODUCT",New,SIA/GA/INFRA2/529519/2025,2025-03-15T05:09:07.270+00:00,2025-09-12T13:33:28.262+00:00,EC Granted,2.5,13223.27,MURUGAMPALAYAM PONNAMALEI BALAN,Sadekar Enviro Engineers Pvt. Ltd.,Environment clearance form,TOR,B2,Building / Construction,PROPOSED PM EKTA MALL BY GOA TOURISM DEVELOPMENT CORPORATION,GOA,Tiswadi,CHIMBEL,,SIA/GA/INFRA2/529519/2025,,Linear,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,The present site is government land and has been alloted to GTDC for development of this project,NO,NO,NO,2025-08-21T09:52:30.228+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626730,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122343988&refType=caf&uuid=ed8d52aa-44a3-4a9d-a4b7-1b80dcc8664c&version=1.0,54600.0,153300.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122438739,North Goa,
122499982,"This proposal is for expansion in the Ductile Iron (DI) plant capacity from 0.36 to 0.42 MTPA within the existing Pig Iron Plant at villages: Amona and Navelim, Taluka: Bicholim, District: North Goa, (Goa) by obtaining No Increase in pollution load certificate under Clause 7(ii)b of the EIA Notification, 2006, amended vide no. S.O. 980 (E) on 2nd March, 2021 by M/s. Vedanta Limited Value Added Business.",Expansion,IA/GA/IND1/529729/2025,2025-03-17T04:32:05.740+00:00,,,161.0,235549.0,VEDANTA LIMITED  VALUE ADDITION BUSINESS,,Application for No Increase in Pollution Load - Form-10,,,,"Proposed expansion in the Ductile Iron (DI) plant capacity from 0.36 to 0.42 MTPA within the existing Pig Iron Plant at villages: Amona and Navelim, Taluka: Bicholim, District: North Goa, (Goa) by obtaining No Increase in pollution load certificate under Clause 7(ii)b of the EIA Notification, 2006, amended vide no. S.O. 980 (E) on 2nd March, 2021 by M/s. Vedanta Limited Value Added Business",GOA,Bicholim,AMONA,,,Summary of the land documents is enclose as additional document in Form 10.,Hybrid,161.0,0.0,161.0,0.0,0.0,0.0,220846.0,14703.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2025-03-20T08:52:58.767+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626758,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122494097&refType=caf&uuid=6eae05bd-3ff1-431f-b475-ad36ae90991d&version=1.0,7200.0,735000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122499982,North Goa,Summary of the land documents is enclose as additional document in Form 10.
